;		Project-G FieldInform																																																																				
#Record	Eld	-	-	9 	‚u?ÆyÀÒ	0 	512 	512 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	0 		9 		0 	0 	1 	1 	1 	0 	0 	0 	0 	1 	0 	1 	0 	1 	1 	1 	0 	1 	0 	0 	1 	0 	0 	0 	1 	0 	0 
#Record	EldCem01	-	-	10 	¨R∞A#π≠›v	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		10 		0 	1 	1 	0 	0 	9 	0 	0 	1 	2 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	0 	1 	0 	1 	1 
#Record	EldCem02	-	-	11 	ºW•‰#€uπ≠	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		11 		0 	1 	1 	0 	1 	9 	0 	0 	2 	0 	2 	2 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	0 	1 	0 	1 	1 
#Record	EldGbl01	-	-	12 	?˝ÙÆy#??	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		12 		0 	1 	1 	0 	0 	9 	0 	0 	0 	1 	0 	2 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	0 	1 	0 	1 	1 
#Record	EldPri01	-	-	13 	ƒ\??#ßÙøX 	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		13 		0 	1 	1 	0 	1 	9 	0 	0 	1 	2 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	0 	1 	0 	1 	1 
#Record	EldPriDn01	-	-	14 	´–™}?#ßÙøX#?1?	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Urg	5835 	6397 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	1000 	0 		14 		0 	1 	1 	0 	0 	9 	0 	0 	2 	0 	2 	2 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	0 	1 	0 	1 	1 
#Record	UrgFireDn01	-	-	15 	é˚???	0 	256 	256 	5000 	-	2 	1 	2 	0 	2 	0 	0 	0 	1 	0 	Urg	5835 	6397 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	1000 	0 		15 		0 	1 	1 	0 	0 	9 	0 	0 	1 	2 	1 	2 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	0 	1 	0 	1 	1 
#Record	UrgSwaDn01	-	-	16 	?éÈ±c?	0 	256 	256 	5000 	-	2 	1 	2 	0 	2 	0 	0 	0 	1 	0 	Urg	5835 	6397 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	1000 	0 		16 		0 	1 	1 	0 	0 	9 	0 	0 	2 	0 	2 	2 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	0 	1 	0 	1 	1 
#Record	EchoCave	-	-	17 	è{?#´z	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	1000 	0 		17 		0 	1 	1 	0 	1 	9 	0 	0 	0 	1 	0 	1 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	0 	1 	0 	1 	1 
#Record	EldPri	-	-	18 	§ø´≈?#?	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	EldPri	896	1122		0 	0 	0 	0 	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	1000 	0 		18 		0 	1 	1 	0 	0 	0 	0 	0 	1 	2 	1 	1 	1 	1 	1 	0 	0 	1 	1 	0 	0 	1 	0 	1 	0 	1 	1 
#Record	WindyCave	-	-	19 	˛c?#´z	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	1000 	0 		19 		0 	1 	1 	0 	1 	9 	0 	0 	0 	1 	0 	2 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	0 	1 	0 	1 	1 
#Record	EldFor01	-	-	20 	??•nÆy	0 	512 	512 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Urg	5835 	6397 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		20 		0 	1 	1 	0 	1 	9 	0 	0 	1 	2 	1 	2 	1 	1 	1 	1 	0 	1 	1 	1 	0 	0 	1 	1 	0 	1 	1 
#Record	EldSleep01	-	-	21 	?Ê“#ÒDÆy	0 	512 	512 	5000 	-	2 	1 	2 	0 	2 	0 	0 	0 	1 	0 	Urg	5835 	6397 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		21 		0 	1 	1 	0 	1 	9 	0 	0 	2 	0 	2 	2 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	Urg	-	-	22 	µ`¶‡…o#ÀÒ	0 	256 	256 	5000 	-	2 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Urg	5835 	6397 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		22 		0 	0 	1 	1 	1 	9 	0 	0 	2 	1 	0 	1 	1 	1 	1 	1 	0 	1 	1 	0 	0 	0 	1 	1 	0 	1 	0 
#Record	UrgFire01	-	-	23 	é˚??ÀÒ	0 	512 	512 	5000 	-	2 	1 	2 	0 	2 	0 	0 	0 	1 	0 	Urg	5835	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		23 		0 	1 	1 	0 	1 	9 	0 	0 	1 	2 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	0 	1 	0 	1 	1 
#Record	EldPriDn02	-	-	24 	´–™}?#ßÙøX#?2?	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Urg	5835 	6397 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	1000 	0 		24 		0 	1 	1 	0 	0 	9 	0 	0 	1 	2 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	GblDn01	-	-	25 	´–™}?#?”w	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	GblDn01	5091	548		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1000 	0 		25 		0 	1 	1 	0 	0 	9 	0 	0 	2 	0 	2 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	GoldCave	-	-	26 	èy„È#´z	0 	256 	256 	5000 	-	2 	1 	2 	0 	2 	0 	0 	0 	1 	0 	Urg	5835 	6397 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	1 	1 	1000 	0 		26 		0 	1 	1 	0 	0 	9 	0 	0 	0 	1 	0 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	CemDn01	-	-	27 	???#π≠	0 	512 	512 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	CemDn01	8029	1765		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1000 	0 		27 		0 	1 	1 	0 	0 	9 	0 	0 	1 	2 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	ElfDn01	-	-	28 	ﬂ}??#?	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	ElfDn01	2660	6901		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1000 	0 		28 		0 	1 	1 	0 	0 	9 	0 	0 	2 	0 	2 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	ValDn01	-	-	29 	§‹≠_#ÀÒ?	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	ValDn01	1159	11349		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1000 	0 		29 		0 	1 	1 	0 	0 	9 	0 	0 	0 	1 	0 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	PriDn01	-	-	30 	èˆ?#?øX	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	PriDn01	12208	4514		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1000 	0 		30 		0 	1 	1 	0 	0 	9 	0 	0 	1 	2 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	ForDn01	-	-	31 	Ï±???##?	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	ForDn01	5825	6128		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1000 	0 		31 		0 	1 	1 	0 	0 	9 	0 	0 	2 	0 	2 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	FireDn01	-	-	32 	ØXé‹??±c?	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	FireDn01	6358	6865		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1000 	0 		32 		0 	1 	1 	0 	0 	9 	0 	0 	2 	0 	2 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	SwaDn01	-	-	33 	¢∏¢Ø??é|	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	SwaDn01	6183	11138		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1000 	0 		33 		0 	1 	1 	0 	0 	9 	0 	0 	1 	2 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	UrgSwa01	-	-	34 	?À∏???	0 	512 	512 	5000 	-	2 	1 	2 	0 	2 	0 	0 	0 	1 	0 	Urg	5835 	6397 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		34 		0 	1 	1 	0 	1 	9 	0 	0 	0 	0 	2 	2 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	EldPri02	-	-	35 	?∞DªÎé{?	0 	512 	512 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		35 		0 	1 	1 	0 	1 	9 	0 	0 	2 	2 	2 	2 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	EldGbl02	-	-	36 	Ÿ^˛c?÷¥	0 	512 	512 	5000 	-	2 	1 	1 	0 	2 	0 	0 	0 	0 	0 	EldGbl02	9130	8360		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		36 		0 	1 	1 	0 	1 	9 	0 	0 	1 	1 	2 	2 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	Linkfield01	-	-	37 	?ºW•‰€uπ≠?≠´	0 	512 	512 	5000 	-	1 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		37 		0 	1 	1 	0 	1 	9 	0 	0 	1 	1 	1 	2 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	Linkfield02	-	-	38 	?µ`¶‡…o?≠´	0 	512 	512 	5000 	-	1 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Urg	5835 	6397 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		38 		0 	1 	1 	0 	1 	9 	0 	0 	1 	1 	1 	2 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	BFGate01	-	-	39 	¨¥∞±ÒDÆy	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Eld	14618	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		39 		0 	1 	1 	0 	1 	9 	0 	0 	0 	0 	0 	2 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	BFGate02	-	-	40 	¨¥∞±ÒDÆy	0 	512 	512 	5000 	-	0 	1 	1 	0 	2 	0 	0 	0 	0 	0 	Urg	5835 	6397 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1000 	0 		40 		0 	1 	1 	0 	1 	9 	0 	0 	0 	0 	0 	2 	1 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	Urg_Alruin	-	-	94 	Urg_Alruin	0 	512 	512 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Bera	14618	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	0 		94 		0 	0 	1 	1 	1 	0 	0 	0 	0 	1 	0 	1 	0 	1 	1 	1 	0 	1 	0 	0 	1 	0 	0 	0 	1 	0 	0 
#Record	Bera	-	-	95 	Bera	0 	512 	512 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Bera	14618	13435		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	0 		95 		0 	0 	1 	1 	1 	0 	0 	0 	0 	1 	0 	1 	0 	1 	1 	1 	0 	1 	0 	0 	1 	0 	0 	0 	1 	0 	0 
;	÷∫∫J¿T¿Q																																																																					
#Record	CemDn02	-	-	41 	¨®π„?π≠	0 	256 	256 	7000 	-	2 	1 	2 	0 	2 	0 	0 	1 	1 	1 	CemDn02	5739	15665		1 	1 	1 	1 	1 	1 	0 	0 	1 	1 	0 	1 	0 	1 	1000 	0 		41 		0 	1 	1 	0 	0 	9 	0 	0 	2 	0 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	GblDn02	-	-	42 	??#?”w	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	1 	1 	1 	GblDn02	5081	6146		1 	1 	1 	1 	1 	1 	0 	0 	1 	1 	0 	1 	0 	1 	1000 	0 		42 		0 	1 	1 	0 	0 	9 	0 	0 	0 	0 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	ElfDn02	-	-	43 	??#??	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	1 	1 	1 	ElfDn02	5230	3741		1 	1 	1 	1 	1 	1 	0 	0 	1 	1 	0 	1 	0 	1 	1000 	0 		43 		0 	1 	1 	0 	0 	9 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	PriDn02	-	-	44 	???#øX	0 	256 	256 	5000 	-	2 	1 	1 	0 	2 	0 	0 	1 	1 	1 	PriDn02	5154	5059		1 	1 	1 	1 	1 	1 	0 	0 	1 	1 	0 	1 	0 	1 	1000 	0 		44 		0 	1 	1 	0 	0 	9 	0 	0 	2 	2 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	ForDn02	-	-	45 	????	0 	256 	256 	5000 	-	1 	1 	1 	1 	2 	0 	0 	1 	1 	1 	ForDn02	5825	6128		1 	1 	1 	1 	1 	1 	0 	0 	1 	1 	0 	1 	0 	1 	1000 	0 		45 		0 	1 	1 	0 	0 	9 	0 	0 	0 	0 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	FireDn02	-	-	46 	¨®π„?±c?	0 	256 	256 	5000 	-	1 	1 	2 	1 	2 	0 	0 	1 	1 	1 	FireDn02	6358	6865		1 	1 	1 	1 	1 	1 	0 	0 	1 	1 	0 	1 	0 	1 	1000 	0 		46 		0 	1 	1 	0 	0 	9 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	SwaDn02	-	-	47 	¨®π„??	0 	256 	256 	5000 	-	1 	1 	2 	1 	2 	0 	0 	1 	1 	1 	SwaDn02	6183	11138		1 	1 	1 	1 	1 	1 	0 	0 	1 	1 	0 	1 	0 	1 	1000 	0 		47 		0 	1 	1 	0 	0 	9 	0 	0 	2 	2 	1 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	1 
;	≤k? ¿T¿Q																																																																					
#Record	R_Helga01	-	-	48 	èˆ¥¥ß—?π≠	0 	256 	256 	10000 	-	3 	2 	2 	0 	2 	2 	0 	0 	1 	0 	UrgSwa01	14224 	15097 		1 	1 	1 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	1000 	0 		48 		0 	1 	1 	0 	0 	9 	0 	0 	2 	2 	2 	1 	1 	1 	1 	0 	0 	1 	1 	1 	0 	1 	1 	1 	0 	1 	0 
;	?´›ØI???																																						1000 	0 																														
;#Record	KDRockCan	00	09	49 	πÎ≥◊#ép´z	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 		49 		0 	1 	1 	0 	0 	9 	0 	0 	1 	2 	1 	2 	1 	1 	0 	0 	1 	0 	0 	1 	0 	1 	1 	1 	0 	1 	1 
;	KDEchoCave	00	09	50 	è{?#´z	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	7907 	8572 		0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 		50 		0 	1 	1 	0 	1 	9 	0 	0 	2 	0 	2 	1 	1 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	KDPrtShip	00	09	51 	•‡π¸#˛Í??	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 		51 		0 	1 	1 	0 	0 	9 	0 	0 	0 	1 	0 	1 	1 	1 	1 	0 	1 	0 	0 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	KDEddyHill	00	09	52 	˛K˛c#?÷¥	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 		52 		0 	1 	1 	0 	1 	9 	0 	0 	1 	2 	1 	2 	1 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	KDTrDn	00	09	53 	ø≤˛˘?#?#?	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 		53 		0 	1 	1 	0 	0 	9 	0 	0 	2 	0 	2 	2 	1 	1 	1 	0 	1 	0 	0 	1 	0 	1 	1 	1 	0 	1 	1 
#Record	KDUnHall	00	09	54 	??#??	1 	256 	256 	5000 	-	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	Rou	4134	6488		0 	0 	0 	1 	1 	1 	1 	1 	1 	1 	0 	1 	0 	1 	0 	0 		54 		0 	1 	1 	0 	1 	9 	0 	0 	2 	1 	0 	1 	1 	1 	1 	1 	1 	0 	0 	1 	0 	1 	1 	1 	0 	1 	1 
